"","Artista","Nombre_Obra","Precio","Año","Galeria","Imagen","Medio"
"482","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"4921","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"502","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"517","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"523","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"533","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"546","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"554","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"566","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"573","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"581","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"594","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"602","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"616","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"622","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"633","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"643","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"653","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"666","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"674","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"686","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"693","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"7011","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"717","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"722","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"7322","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"742","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"753","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"7631","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"773","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"786","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"794","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"806","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"817","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"821","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"834","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"842","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"8522","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"862","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"873","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"883","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"893","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"906","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"916","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"926","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"933","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"9411","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"954","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"962","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"9721","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"9821","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"993","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"1003","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1014","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1026","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1034","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1046","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"10531","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"10611","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1074","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1082","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"10922","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1104","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1117","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"1123","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1133","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1146","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1154","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1166","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"11731","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"11811","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1194","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1202","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1217","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"12221","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1233","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"12431","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1253","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1266","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1274","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1286","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1293","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"1301","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1315","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1322","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"13321","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1342","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1353","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"13631","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1373","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1386","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1394","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1406","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1414","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"14211","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1434","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1442","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"14521","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1462","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1473","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"1483","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1493","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1506","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1516","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1526","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1533","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"1541","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1554","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1562","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"15722","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"15821","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1593","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"16031","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1615","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1626","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1634","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1646","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1653","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"16611","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1674","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1682","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"16922","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"17021","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1715","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"1723","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1733","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1746","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1754","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1766","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"17731","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"17811","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1794","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1802","Curtis Ripley","Nightfall #9","7,500 US$","2017","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1126567_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
"1817","Knowledge Bennett","Share a Coke Trinity","7,500 US$","2016","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119103_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"18221","Knowledge Bennett","MARILYN BPW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119966_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1833","Elisabeth McBrien","Swimming Pool","7,500 US$","2015","New York Academy of Art","http://images.artnet.com/artwork_images_425883860_1041096_resize_elisabeth-mcbrien.asp?width=130&maxheight=130","pintura"
"1843","Knowledge Bennett","Marilyn","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1118698_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1853","Knowledge Bennett","MARILYN RGW","7,500 US$","2017","Roman Fine Art","http://images.artnet.com/artwork_images_425937031_1119972_resize_knowledge-bennett.asp?width=130&maxheight=130","pintura"
"1866","Rex Yuasa","F.R.P.P.12-2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044089_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1874","Rex Yuasa","F.P.G.P.0.2","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044084_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1886","Rex Yuasa","F.P.L.R.1","7,500 US$","2012","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1044087_resize_rex-yuasa.asp?width=130&maxheight=130","pintura"
"1893","Pascal Lièvre","Pierodelle Francesca: The Bathem","7,500 US$","2004","Art Statements","http://images.artnet.com/artwork_images_424335412_263809_resize_pascal-lievre.asp?width=130&maxheight=130","pintura"
"19011","Mort Künstler","Flag and Union Imperiled","7,500 US$","circa 1978","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1071155_resize_mort-kunstler.asp?width=130&maxheight=130","pintura"
"1917","Curtis Ripley","California Nocturne","7,500 US$","2016","William Turner Gallery","http://images.artnet.com/artwork_images_119685_1054197_resize_curtis-ripley.asp?width=130&maxheight=130","pintura"
